dt,year,month,day_of_week,is_weekend,is_holiday,temp_mean,temp_max,temp_min,precipitation,wiki_pageviews,trends_interest,visitor_count
2024-11-08,2024,11,4,0,0,11.0,12.2,9.9,12.0,0,0,4722
2024-11-09,2024,11,5,1,0,12.0,16.9,8.6,0.0,0,0,6169
2024-11-10,2024,11,6,1,0,14.0,19.5,10.3,0.1,0,0,6406
2024-11-11,2024,11,0,0,0,14.3,20.5,9.3,0.0,0,0,5385
2024-11-12,2024,11,1,0,0,14.1,19.5,10.1,0.0,0,0,5018
2024-11-13,2024,11,2,0,0,14.1,20.0,9.6,0.0,0,0,5180
2024-11-14,2024,11,3,0,0,13.7,20.3,9.3,0.0,0,0,5170
2024-11-15,2024,11,4,0,0,13.7,20.4,9.4,0.0,0,0,5012
2024-11-16,2024,11,5,1,0,13.5,20.6,9.2,0.0,0,0,6153
2024-11-17,2024,11,6,1,0,13.4,20.3,9.3,0.0,0,0,6084
2024-11-18,2024,11,0,0,0,12.9,18.6,8.2,0.0,0,0,4938
2024-11-19,2024,11,1,0,0,13.4,19.3,8.9,0.0,0,0,5154
2024-11-20,2024,11,2,0,0,13.3,19.0,10.5,0.1,0,0,5057
2024-11-21,2024,11,3,0,0,11.6,16.0,8.7,2.3,0,0,5189
2024-11-22,2024,11,4,0,0,11.2,16.1,8.0,0.2,0,0,5118
2024-11-23,2024,11,5,1,0,11.6,16.3,8.0,0.0,0,0,6166
2024-11-24,2024,11,6,1,0,11.9,16.4,8.6,0.0,0,0,6170
2024-11-25,2024,11,0,0,0,11.8,16.8,7.8,0.0,0,0,4935
2024-11-26,2024,11,1,0,0,12.2,16.9,7.8,0.0,0,0,5196
2024-11-27,2024,11,2,0,0,12.2,17.8,8.2,0.0,0,0,5511
2024-11-28,2024,11,3,0,0,11.9,17.6,8.1,0.0,0,0,4883
2024-11-29,2024,11,4,0,0,11.8,16.4,9.2,0.0,0,0,5093
2024-11-30,2024,11,5,1,0,11.6,16.5,8.0,0.0,0,0,6405
2024-12-01,2024,12,6,1,0,11.1,16.7,7.0,0.0,0,0,6405
2024-12-02,2024,12,0,0,0,11.1,17.1,6.5,0.0,0,0,5183
2024-12-03,2024,12,1,0,0,11.5,17.1,6.9,0.0,0,0,5473
2024-12-04,2024,12,2,0,0,11.2,16.8,7.2,0.0,0,0,5006
2024-12-05,2024,12,3,0,0,11.4,17.1,7.5,0.0,0,0,4914
2024-12-06,2024,12,4,0,0,11.0,17.2,6.7,0.0,0,0,5259
2024-12-07,2024,12,5,1,0,11.2,17.2,6.7,0.0,0,0,6205
2024-12-08,2024,12,6,1,0,11.6,17.4,7.1,0.0,0,0,6138
2024-12-09,2024,12,0,0,0,11.9,17.6,8.0,0.0,0,0,4824
2024-12-10,2024,12,1,0,0,12.3,17.6,9.0,0.0,0,0,5208
2024-12-11,2024,12,2,0,0,10.8,16.4,6.7,0.0,0,0,5250
2024-12-12,2024,12,3,0,0,11.4,17.6,6.8,0.0,0,0,4734
2024-12-13,2024,12,4,0,0,11.7,18.0,7.1,0.0,0,0,5215
2024-12-14,2024,12,5,1,0,11.7,17.4,7.5,0.0,0,0,6095
2024-12-15,2024,12,6,1,0,11.5,17.5,7.2,0.0,0,0,6283
2024-12-16,2024,12,0,0,0,10.8,17.7,6.4,0.0,0,0,5192
2024-12-17,2024,12,1,0,0,11.1,17.8,6.0,0.0,0,0,4848
2024-12-18,2024,12,2,0,0,10.3,16.0,5.4,0.0,0,0,5244
2024-12-19,2024,12,3,0,0,10.4,16.4,5.4,0.0,0,0,4891
2024-12-20,2024,12,4,0,0,10.6,16.5,6.2,0.0,0,0,5130
2024-12-21,2024,12,5,1,0,9.0,12.7,5.6,0.1,0,0,5987
2024-12-22,2024,12,6,1,0,10.6,14.4,8.0,0.3,0,0,6184
2024-12-23,2024,12,0,0,0,9.3,16.7,4.8,0.0,0,0,4936
2024-12-24,2024,12,1,0,0,10.3,16.8,5.4,0.0,0,0,4767
2024-12-25,2024,12,2,0,0,10.5,16.5,6.3,0.0,0,0,4870
2024-12-26,2024,12,3,0,0,10.8,17.4,5.8,0.0,0,0,5232
2024-12-27,2024,12,4,0,0,10.6,17.8,5.4,0.0,0,0,4793
2024-12-28,2024,12,5,1,0,10.9,17.9,5.7,0.0,0,0,5769
2024-12-29,2024,12,6,1,0,11.5,18.2,6.2,0.0,0,0,5983
2024-12-30,2024,12,0,0,0,11.5,16.2,7.8,0.0,0,0,5021
2024-12-31,2024,12,1,0,0,10.6,16.0,6.2,0.0,0,0,5439
2025-01-01,2025,1,2,0,1,10.0,16.7,4.7,0.0,0,0,8102
2025-01-02,2025,1,3,0,0,10.0,16.9,5.3,0.0,0,0,4834
2025-01-03,2025,1,4,0,0,10.3,17.0,5.7,0.0,0,0,5109
2025-01-04,2025,1,5,1,0,10.6,17.8,5.3,0.0,0,0,6213
2025-01-05,2025,1,6,1,0,11.0,17.0,7.7,0.3,0,0,5923
2025-01-06,2025,1,0,0,0,10.3,17.1,5.3,0.0,0,0,5072
2025-01-07,2025,1,1,0,0,11.1,16.3,6.7,0.0,0,0,5153
2025-01-08,2025,1,2,0,0,9.1,11.1,7.0,2.1,0,0,4811
2025-01-09,2025,1,3,0,0,8.6,13.5,5.2,0.0,0,0,4796
2025-01-10,2025,1,4,0,0,9.5,14.2,5.0,0.0,0,0,5081
2025-01-11,2025,1,5,1,0,9.1,14.3,5.5,0.1,0,0,5862
2025-01-12,2025,1,6,1,0,8.7,13.3,5.6,0.0,0,0,5766
2025-01-13,2025,1,0,0,0,10.1,13.6,7.4,0.1,0,0,4840
2025-01-14,2025,1,1,0,0,9.8,14.7,5.9,0.0,0,0,4917
2025-01-15,2025,1,2,0,0,9.4,15.2,5.1,0.1,0,0,5055
2025-01-16,2025,1,3,0,0,9.3,15.6,4.9,0.1,0,0,4982
2025-01-17,2025,1,4,0,0,10.7,18.2,5.3,0.0,0,0,5094
2025-01-18,2025,1,5,1,0,11.7,19.6,5.7,0.0,0,0,6528
2025-01-19,2025,1,6,1,0,11.8,19.2,5.6,0.0,0,0,6492
2025-01-20,2025,1,0,0,0,11.4,19.2,5.2,0.0,0,0,5040
2025-01-21,2025,1,1,0,0,11.4,18.2,5.6,0.0,0,0,5083
2025-01-22,2025,1,2,0,0,11.5,17.9,6.3,0.0,0,0,5288
2025-01-23,2025,1,3,0,0,12.0,19.1,6.7,0.0,0,0,4851
2025-01-24,2025,1,4,0,0,12.3,19.6,7.2,0.0,0,0,5179
2025-01-25,2025,1,5,1,0,11.2,15.1,7.6,0.0,0,0,6476
2025-01-26,2025,1,6,1,0,7.1,9.9,3.6,0.6,0,0,5955
2025-01-27,2025,1,0,0,0,3.7,5.7,1.8,5.8,0,0,4376
2025-01-28,2025,1,1,0,0,4.6,5.8,3.4,5.6,0,0,4326
2025-01-29,2025,1,2,0,1,7.9,13.6,2.9,0.0,0,0,8049
2025-01-30,2025,1,3,0,1,9.9,13.4,6.3,0.0,0,0,8357
2025-01-31,2025,1,4,0,1,10.5,17.0,5.7,0.0,0,0,8226
2025-02-01,2025,2,5,1,0,10.6,17.9,5.0,0.0,0,0,5949
2025-02-02,2025,2,6,1,0,10.7,17.4,5.3,0.0,0,0,5912
2025-02-03,2025,2,0,0,0,10.6,17.1,5.0,0.0,0,0,4904
2025-02-04,2025,2,1,0,0,10.9,18.7,5.5,0.0,0,0,5141
2025-02-05,2025,2,2,0,0,12.2,19.6,5.8,0.0,0,0,4811
2025-02-06,2025,2,3,0,0,12.6,19.6,7.2,0.0,0,0,4873
2025-02-07,2025,2,4,0,0,12.2,19.9,6.2,0.0,0,0,4974
2025-02-08,2025,2,5,1,0,11.8,18.6,5.6,0.0,0,0,6145
2025-02-09,2025,2,6,1,0,12.1,18.0,6.2,0.0,0,0,6277
2025-02-10,2025,2,0,0,0,12.4,18.1,7.3,0.0,0,0,4934
2025-02-11,2025,2,1,0,0,12.4,18.3,6.9,0.0,0,0,4902
2025-02-12,2025,2,2,0,0,11.7,17.4,6.2,0.0,0,0,5099
2025-02-13,2025,2,3,0,0,10.2,15.6,6.2,1.0,0,0,5017
2025-02-14,2025,2,4,0,0,9.4,13.0,6.2,5.1,0,0,4818
2025-02-15,2025,2,5,1,0,10.5,16.4,5.4,0.0,0,0,6124
2025-02-16,2025,2,6,1,0,9.5,13.8,6.1,1.8,0,0,6119
2025-02-17,2025,2,0,0,0,10.3,16.7,5.3,0.1,0,0,4981
2025-02-18,2025,2,1,0,0,10.8,17.4,5.1,0.0,0,0,4941
2025-02-19,2025,2,2,0,0,10.1,15.4,7.0,0.8,0,0,4862
2025-02-20,2025,2,3,0,0,10.8,17.9,5.0,0.0,0,0,5081
2025-02-21,2025,2,4,0,0,11.3,18.1,5.4,0.0,0,0,4953
2025-02-22,2025,2,5,1,0,11.7,18.0,6.3,0.0,0,0,6278
2025-02-23,2025,2,6,1,0,12.1,19.3,6.1,0.0,0,0,6116
2025-02-24,2025,2,0,0,0,11.9,17.6,7.4,0.0,0,0,4988
2025-02-25,2025,2,1,0,0,11.6,18.2,6.4,0.1,0,0,4843
2025-02-26,2025,2,2,0,0,11.8,19.3,5.8,0.1,0,0,4853
2025-02-27,2025,2,3,0,0,12.4,21.1,4.9,0.0,0,0,5076
2025-02-28,2025,2,4,0,0,13.4,22.4,6.1,0.0,0,0,5136
2025-03-01,2025,3,5,1,0,13.2,19.5,8.1,0.0,0,0,6251
2025-03-02,2025,3,6,1,0,12.2,18.6,8.3,0.9,0,0,6067
2025-03-03,2025,3,0,0,0,12.1,17.8,6.8,0.0,0,0,5213
2025-03-04,2025,3,1,0,0,12.8,20.1,7.4,0.0,0,0,4836
2025-03-05,2025,3,2,0,0,13.3,20.5,7.4,0.0,0,0,5151
2025-03-06,2025,3,3,0,0,13.2,20.4,7.0,0.0,0,0,5421
2025-03-07,2025,3,4,0,0,12.9,19.2,7.3,0.6,0,0,5362
2025-03-08,2025,3,5,1,0,13.7,20.2,8.1,0.1,0,0,6572
2025-03-09,2025,3,6,1,0,13.9,20.7,8.2,0.0,0,0,6522
2025-03-10,2025,3,0,0,0,14.7,22.4,7.9,0.0,0,0,5374
2025-03-11,2025,3,1,0,0,15.2,23.2,7.7,0.0,0,0,5203
2025-03-12,2025,3,2,0,0,15.2,22.2,8.5,0.0,0,0,5304
2025-03-13,2025,3,3,0,0,13.6,19.6,8.3,0.3,0,0,5105
2025-03-14,2025,3,4,0,0,12.8,18.0,8.0,0.0,0,0,5367
2025-03-15,2025,3,5,1,0,14.2,20.1,8.8,0.0,0,0,6245
2025-03-16,2025,3,6,1,0,14.0,19.9,8.3,0.3,0,0,5968
2025-03-17,2025,3,0,0,0,15.5,21.6,10.4,0.3,0,0,5363
2025-03-18,2025,3,1,0,0,13.9,20.2,8.8,4.7,0,0,5211
2025-03-19,2025,3,2,0,0,9.7,14.8,6.1,1.5,0,0,4907
2025-03-20,2025,3,3,0,0,11.9,16.6,8.6,0.0,0,0,4969
2025-03-21,2025,3,4,0,0,13.6,19.5,9.7,0.5,0,0,5293
2025-03-22,2025,3,5,1,0,14.5,19.9,10.4,0.1,0,0,6642
2025-03-23,2025,3,6,1,0,13.5,19.0,10.1,0.1,0,0,5729
2025-03-24,2025,3,0,0,0,13.7,19.9,8.7,0.0,0,0,5310
2025-03-25,2025,3,1,0,0,14.6,22.2,7.9,0.0,0,0,5214
2025-03-26,2025,3,2,0,0,15.7,23.7,8.5,0.0,0,0,5269
2025-03-27,2025,3,3,0,0,16.5,24.9,8.9,0.0,0,0,5223
2025-03-28,2025,3,4,0,0,17.3,25.3,9.6,0.0,0,0,5214
2025-03-29,2025,3,5,1,0,17.5,23.4,11.8,0.0,0,0,6594
2025-03-30,2025,3,6,1,0,18.1,25.5,10.8,0.0,0,0,6496
2025-03-31,2025,3,0,0,0,18.3,26.2,11.0,0.0,0,0,5506
2025-04-01,2025,4,1,0,0,18.4,26.4,12.0,0.0,0,0,5342
2025-04-02,2025,4,2,0,0,18.6,26.2,12.0,0.0,0,0,5577
2025-04-03,2025,4,3,0,0,19.0,27.6,11.7,0.0,0,0,5060
2025-04-04,2025,4,4,0,1,19.6,27.0,12.4,0.0,0,0,9006
2025-04-05,2025,4,5,1,0,16.6,21.2,12.8,1.9,0,0,5996
2025-04-06,2025,4,6,1,0,16.6,23.7,9.9,0.0,0,0,6456
2025-04-07,2025,4,0,0,0,17.5,23.8,10.6,0.0,0,0,5292
2025-04-08,2025,4,1,0,0,18.7,25.0,12.7,0.0,0,0,5466
2025-04-09,2025,4,2,0,0,19.4,26.6,12.3,0.0,0,0,5634
2025-04-10,2025,4,3,0,0,18.9,26.0,11.3,0.0,0,0,5292
2025-04-11,2025,4,4,0,0,18.4,24.5,12.5,0.3,0,0,5117
2025-04-12,2025,4,5,1,0,17.4,24.6,12.6,4.5,0,0,6166
2025-04-13,2025,4,6,1,0,15.1,22.4,10.6,0.7,0,0,6207
2025-04-14,2025,4,0,0,0,18.1,25.8,11.8,0.0,0,0,5257
2025-04-15,2025,4,1,0,0,18.5,24.1,13.4,0.3,0,0,5131
2025-04-16,2025,4,2,0,0,18.5,25.5,13.3,0.0,0,0,5353
2025-04-17,2025,4,3,0,0,18.3,25.2,13.5,0.0,0,0,5375
2025-04-18,2025,4,4,0,0,18.2,24.5,12.6,0.1,0,0,5170
2025-04-19,2025,4,5,1,0,18.3,24.7,12.5,0.0,0,0,6596
2025-04-20,2025,4,6,1,0,19.0,25.8,13.1,0.1,0,0,6616
2025-04-21,2025,4,0,0,0,19.2,25.3,14.0,0.1,0,0,5394
2025-04-22,2025,4,1,0,0,19.5,26.5,14.0,0.0,0,0,5295
2025-04-23,2025,4,2,0,0,19.0,25.7,13.9,0.6,0,0,5459
2025-04-24,2025,4,3,0,0,19.0,25.9,13.7,0.5,0,0,5426
2025-04-25,2025,4,4,0,0,18.6,24.2,13.1,0.0,0,0,5167
2025-04-26,2025,4,5,1,0,19.4,25.8,13.5,0.0,0,0,6252
2025-04-27,2025,4,6,1,0,20.2,28.1,12.8,0.0,0,0,6392
2025-04-28,2025,4,0,0,0,20.0,27.0,13.1,0.0,0,0,5469
2025-04-29,2025,4,1,0,0,20.3,25.6,15.5,0.0,0,0,5240
2025-04-30,2025,4,2,0,0,19.1,26.2,15.2,1.1,0,0,5470
2025-05-01,2025,5,3,0,1,15.3,17.4,13.8,10.0,0,0,8545
2025-05-02,2025,5,4,0,0,15.3,19.4,13.4,1.3,0,0,5201
2025-05-03,2025,5,5,1,0,16.7,22.2,12.1,0.8,0,0,6274
2025-05-04,2025,5,6,1,0,18.2,24.9,12.3,0.0,0,0,6592
2025-05-05,2025,5,0,0,0,19.4,26.2,13.2,0.0,0,0,5532
2025-05-06,2025,5,1,0,0,20.0,25.9,13.9,0.1,0,0,5181
2025-05-07,2025,5,2,0,0,20.3,27.4,14.7,0.0,0,0,5447
2025-05-08,2025,5,3,0,0,20.4,27.3,14.7,0.1,0,0,5397
2025-05-09,2025,5,4,0,0,21.2,28.8,13.7,0.0,0,0,5569
2025-05-10,2025,5,5,1,0,21.2,28.3,15.5,1.6,0,0,6632
2025-05-11,2025,5,6,1,0,19.3,26.0,14.8,1.3,0,0,6096
2025-05-12,2025,5,0,0,0,20.0,26.4,15.5,0.8,0,0,5815
2025-05-13,2025,5,1,0,0,19.7,25.5,15.0,0.5,0,0,4916
2025-05-14,2025,5,2,0,0,20.7,26.8,15.8,0.1,0,0,5292
2025-05-15,2025,5,3,0,0,21.2,27.0,15.7,0.0,0,0,5899
2025-05-16,2025,5,4,0,0,21.5,26.8,16.0,0.4,0,0,5505
2025-05-17,2025,5,5,1,0,21.5,27.8,16.0,0.0,0,0,6800
2025-05-18,2025,5,6,1,0,21.8,27.8,16.2,0.0,0,0,6366
2025-05-19,2025,5,0,0,0,21.9,28.0,17.0,0.8,0,0,5277
2025-05-20,2025,5,1,0,0,22.0,28.4,16.5,0.2,0,0,5493
2025-05-21,2025,5,2,0,0,21.8,26.2,16.6,0.2,0,0,5117
2025-05-22,2025,5,3,0,0,22.9,29.6,16.4,0.0,0,0,5259
2025-05-23,2025,5,4,0,0,17.6,22.1,15.9,17.1,0,0,5085
2025-05-24,2025,5,5,1,0,15.1,15.9,14.2,25.5,0,0,5767
2025-05-25,2025,5,6,1,0,14.7,16.1,13.9,15.4,0,0,6080
2025-05-26,2025,5,0,0,0,15.5,17.1,13.6,7.4,0,0,4939
2025-05-27,2025,5,1,0,0,17.1,20.6,15.3,25.9,0,0,5054
2025-05-28,2025,5,2,0,0,17.7,19.9,16.0,39.0,0,0,5172
2025-05-29,2025,5,3,0,0,18.3,22.2,16.6,30.5,0,0,4684
2025-05-30,2025,5,4,0,0,19.9,24.4,17.0,9.9,0,0,5174
2025-05-31,2025,5,5,1,1,20.0,23.4,17.6,3.8,0,0,9573
2025-06-01,2025,6,6,1,0,20.2,24.1,17.5,2.7,0,0,6423
2025-06-02,2025,6,0,0,1,20.0,24.5,17.8,18.3,0,0,8176
2025-06-03,2025,6,1,0,0,19.3,23.7,17.0,13.2,0,0,5275
2025-06-04,2025,6,2,0,0,19.8,25.0,16.4,1.4,0,0,5378
2025-06-05,2025,6,3,0,0,20.8,27.0,15.8,0.1,0,0,5344
2025-06-06,2025,6,4,0,0,21.6,27.2,16.6,0.2,0,0,5381
2025-06-07,2025,6,5,1,0,21.7,27.2,16.8,0.0,0,0,6513
2025-06-08,2025,6,6,1,0,21.8,27.0,17.2,0.9,0,0,5982
2025-06-09,2025,6,0,0,0,20.5,26.6,17.4,7.1,0,0,5148
2025-06-10,2025,6,1,0,0,18.1,21.3,16.7,57.6,0,0,4666
2025-06-11,2025,6,2,0,0,20.6,25.9,16.0,0.0,0,0,5393
2025-06-12,2025,6,3,0,0,21.6,27.1,17.1,0.0,0,0,5445
2025-06-13,2025,6,4,0,0,22.3,28.0,17.4,0.0,0,0,5712
2025-06-14,2025,6,5,1,0,22.6,27.2,18.0,0.0,0,0,6391
2025-06-15,2025,6,6,1,0,21.2,24.5,18.5,7.6,0,0,6046
2025-06-16,2025,6,0,0,0,21.0,25.3,18.1,4.7,0,0,5566
2025-06-17,2025,6,1,0,0,21.2,24.8,18.2,8.2,0,0,5188
2025-06-18,2025,6,2,0,0,21.4,26.3,17.8,0.8,0,0,5448
2025-06-19,2025,6,3,0,0,21.4,25.8,18.2,0.9,0,0,5697
2025-06-20,2025,6,4,0,0,21.3,26.2,18.2,0.9,0,0,5235
2025-06-21,2025,6,5,1,0,20.7,27.5,18.3,18.9,0,0,5890
2025-06-22,2025,6,6,1,0,18.5,19.5,17.7,45.1,0,0,6077
2025-06-23,2025,6,0,0,0,19.2,22.2,17.7,5.1,0,0,5366
2025-06-24,2025,6,1,0,0,20.0,23.3,17.2,1.8,0,0,5241
2025-06-25,2025,6,2,0,0,19.9,23.8,17.1,3.5,0,0,5011
2025-06-26,2025,6,3,0,0,20.6,25.1,17.9,8.1,0,0,5133
2025-06-27,2025,6,4,0,0,20.7,26.0,17.7,12.5,0,0,5500
2025-06-28,2025,6,5,1,0,20.8,26.3,16.8,0.7,0,0,6354
2025-06-29,2025,6,6,1,0,21.0,25.8,17.1,0.3,0,0,6419
2025-06-30,2025,6,0,0,0,21.7,26.8,18.1,2.1,0,0,5170
2025-07-01,2025,7,1,0,0,21.9,26.9,18.4,3.5,0,0,5507
2025-07-02,2025,7,2,0,0,20.2,25.3,17.3,28.2,0,0,4812
2025-07-03,2025,7,3,0,0,20.4,23.8,17.3,3.4,0,0,5182
2025-07-04,2025,7,4,0,0,20.2,23.0,17.6,4.6,0,0,5540
2025-07-05,2025,7,5,1,0,18.6,19.6,17.2,12.9,0,0,5800
2025-07-06,2025,7,6,1,0,18.5,22.9,17.1,26.4,0,0,6051
2025-07-07,2025,7,0,0,0,19.6,23.1,17.4,3.4,0,0,5414
2025-07-08,2025,7,1,0,0,20.4,24.4,16.9,0.3,0,0,5690
2025-07-09,2025,7,2,0,0,20.9,25.8,17.3,0.7,0,0,5301
2025-07-10,2025,7,3,0,0,21.6,26.6,17.2,0.7,0,0,5250
2025-07-11,2025,7,4,0,0,21.2,25.9,17.5,13.4,0,0,5141
2025-07-12,2025,7,5,1,0,20.7,24.6,17.9,13.8,0,0,6482
2025-07-13,2025,7,6,1,0,21.2,25.8,17.6,1.7,0,0,6649
2025-07-14,2025,7,0,0,0,21.4,26.5,17.7,1.5,0,0,5256
2025-07-15,2025,7,1,0,0,21.7,26.9,17.5,0.5,0,0,5376
2025-07-16,2025,7,2,0,0,21.6,26.0,18.2,8.3,0,0,5045
2025-07-17,2025,7,3,0,0,21.7,27.0,17.6,7.4,0,0,4961
2025-07-18,2025,7,4,0,0,22.8,27.8,18.3,0.1,0,0,5806
2025-07-19,2025,7,5,1,0,20.9,24.2,18.9,8.2,0,0,6205
2025-07-20,2025,7,6,1,0,21.8,26.2,18.1,3.6,0,0,6473
2025-07-21,2025,7,0,0,0,22.2,27.0,18.1,4.3,0,0,5369
2025-07-22,2025,7,1,0,0,22.7,27.8,19.0,6.0,0,0,5505
2025-07-23,2025,7,2,0,0,21.4,25.2,18.7,6.6,0,0,5434
2025-07-24,2025,7,3,0,0,20.7,24.6,18.3,25.7,0,0,5410
2025-07-25,2025,7,4,0,0,20.9,24.3,18.6,12.7,0,0,4969
2025-07-26,2025,7,5,1,0,19.3,20.4,18.4,14.8,0,0,5942
2025-07-27,2025,7,6,1,0,19.8,23.0,17.9,11.0,0,0,5923
2025-07-28,2025,7,0,0,0,21.0,26.0,16.9,2.5,0,0,5191
2025-07-29,2025,7,1,0,0,22.2,27.9,17.6,0.1,0,0,5237
2025-07-30,2025,7,2,0,0,22.0,26.7,18.3,1.2,0,0,4969
2025-07-31,2025,7,3,0,0,20.3,24.3,18.1,11.4,0,0,4835
2025-08-01,2025,8,4,0,0,21.4,26.6,17.7,1.2,0,0,5441
2025-08-02,2025,8,5,1,0,21.1,25.4,18.5,7.8,0,0,6275
2025-08-03,2025,8,6,1,0,21.7,26.8,17.9,0.1,0,0,6642
2025-08-04,2025,8,0,0,0,22.2,27.5,18.5,0.2,0,0,5045
2025-08-05,2025,8,1,0,0,22.3,28.3,18.5,1.3,0,0,5374
2025-08-06,2025,8,2,0,0,21.7,25.6,18.9,14.7,0,0,4904
2025-08-07,2025,8,3,0,0,20.3,24.6,18.4,25.3,0,0,5089
2025-08-08,2025,8,4,0,0,21.0,25.3,17.5,2.5,0,0,4934
2025-08-09,2025,8,5,1,0,21.6,25.9,18.2,0.3,0,0,6782
2025-08-10,2025,8,6,1,0,21.7,25.9,18.2,0.3,0,0,6393
2025-08-11,2025,8,0,0,0,21.2,26.0,18.6,4.5,0,0,5750
2025-08-12,2025,8,1,0,0,19.5,21.9,18.2,14.2,0,0,5222
2025-08-13,2025,8,2,0,0,19.3,22.3,17.7,16.6,0,0,5292
2025-08-14,2025,8,3,0,0,19.7,23.0,17.6,17.5,0,0,5277
2025-08-15,2025,8,4,0,0,20.5,25.3,17.2,4.0,0,0,5426
2025-08-16,2025,8,5,1,0,19.3,22.6,17.1,19.1,0,0,6081
2025-08-17,2025,8,6,1,0,19.1,23.0,17.6,19.4,0,0,5929
2025-08-18,2025,8,0,0,0,20.1,24.9,15.8,0.9,0,0,5555
2025-08-19,2025,8,1,0,0,20.5,24.4,17.8,3.3,0,0,5091
2025-08-20,2025,8,2,0,0,20.2,23.8,17.6,1.0,0,0,5169
2025-08-21,2025,8,3,0,0,19.8,23.1,17.2,0.2,0,0,5438
2025-08-22,2025,8,4,0,0,18.6,21.5,17.6,23.4,0,0,4899
2025-08-23,2025,8,5,1,0,19.3,22.8,17.3,1.2,0,0,6290
2025-08-24,2025,8,6,1,0,18.8,21.3,17.3,9.1,0,0,6168
2025-08-25,2025,8,0,0,0,19.5,23.3,17.3,27.3,0,0,5117
2025-08-26,2025,8,1,0,0,20.3,24.9,16.3,0.5,0,0,5210
2025-08-27,2025,8,2,0,0,20.3,24.7,16.3,1.4,0,0,5601
2025-08-28,2025,8,3,0,0,20.0,23.7,17.4,9.5,0,0,5131
2025-08-29,2025,8,4,0,0,19.0,22.4,17.1,6.4,0,0,5283
2025-08-30,2025,8,5,1,0,19.6,23.9,16.5,11.5,0,0,6429
2025-08-31,2025,8,6,1,0,19.9,24.7,16.7,1.7,0,0,6338
2025-09-01,2025,9,0,0,0,19.9,24.7,16.6,3.7,0,0,5494
2025-09-02,2025,9,1,0,0,20.5,25.3,16.4,0.0,0,0,5488
2025-09-03,2025,9,2,0,0,21.2,26.3,17.0,0.0,0,0,5314
2025-09-04,2025,9,3,0,0,21.3,26.4,17.3,0.0,0,0,5544
2025-09-05,2025,9,4,0,0,21.2,25.8,17.2,0.1,0,0,5590
2025-09-06,2025,9,5,1,0,20.6,23.9,17.9,3.5,0,0,6534
2025-09-07,2025,9,6,1,0,20.7,25.2,17.4,2.6,0,0,6887
2025-09-08,2025,9,0,0,0,20.6,25.2,17.6,1.2,0,0,5699
2025-09-09,2025,9,1,0,0,20.8,24.7,18.1,4.2,0,0,5426
2025-09-10,2025,9,2,0,0,20.5,24.4,17.8,2.7,0,0,5218
2025-09-11,2025,9,3,0,0,20.5,24.0,17.9,0.7,0,0,5227
2025-09-12,2025,9,4,0,0,20.4,23.7,17.8,3.4,0,0,5294
2025-09-13,2025,9,5,1,0,19.0,21.5,17.7,27.2,0,0,5784
2025-09-14,2025,9,6,1,0,19.5,23.5,16.6,11.7,0,0,6043
2025-09-15,2025,9,0,0,0,19.5,24.2,16.0,0.3,0,0,5280
2025-09-16,2025,9,1,0,0,19.4,23.6,16.1,0.7,0,0,5231
2025-09-17,2025,9,2,0,0,19.7,23.9,16.7,0.4,0,0,5468
2025-09-18,2025,9,3,0,0,19.9,23.6,17.1,1.5,0,0,5319
2025-09-19,2025,9,4,0,0,19.9,23.4,17.4,1.5,0,0,5260
2025-09-20,2025,9,5,1,0,20.2,24.8,16.9,0.5,0,0,6719
2025-09-21,2025,9,6,1,0,20.6,26.2,16.8,0.2,0,0,6708
2025-09-22,2025,9,0,0,0,20.2,24.7,16.9,1.2,0,0,5162
2025-09-23,2025,9,1,0,0,19.0,23.0,17.1,14.8,0,0,5062
2025-09-24,2025,9,2,0,0,19.0,22.9,16.9,8.2,0,0,5003
2025-09-25,2025,9,3,0,0,19.5,24.9,15.2,0.0,0,0,4977
2025-09-26,2025,9,4,0,0,17.5,18.2,17.0,7.5,0,0,5183
2025-09-27,2025,9,5,1,0,18.9,23.2,16.7,8.1,0,0,6166
2025-09-28,2025,9,6,1,0,19.4,24.4,16.3,1.7,0,0,6658
2025-09-29,2025,9,0,0,0,18.7,23.3,15.9,21.9,0,0,4934
2025-09-30,2025,9,1,0,0,17.3,18.7,16.3,18.5,0,0,5023
2025-10-01,2025,10,2,0,1,17.6,20.0,16.3,24.4,0,0,8297
2025-10-02,2025,10,3,0,1,18.7,23.2,15.6,0.5,0,0,8621
2025-10-03,2025,10,4,0,1,19.5,24.7,15.7,0.0,0,0,8720
2025-10-04,2025,10,5,1,0,19.7,24.4,16.6,0.1,0,0,6379
2025-10-05,2025,10,6,1,0,20.2,25.3,16.4,0.0,0,0,6391
2025-10-06,2025,10,0,0,1,20.0,27.6,15.9,1.0,0,0,8765
2025-10-07,2025,10,1,0,0,18.1,21.4,16.2,9.6,0,0,5183
2025-10-08,2025,10,2,0,0,18.5,22.7,16.7,5.8,0,0,5172
2025-10-09,2025,10,3,0,0,18.9,23.8,15.1,0.0,0,0,5084
2025-10-10,2025,10,4,0,0,19.1,23.9,15.3,0.2,0,0,5363
2025-10-11,2025,10,5,1,0,19.0,23.6,15.3,0.1,0,0,6326
2025-10-12,2025,10,6,1,0,18.9,23.5,15.2,0.1,0,0,6374
